"","ID","Loss","NB","EXPOSURE","POWER","AGECAR","AGEDRIVER","BRAND","GAZ","REGION","DENSITY"
"506",11736,1007,1,0.93,"g","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"507",11743,1116,1,0.5,"g","[0,1]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(500,4.5e+03]"
"508",11748,1107,1,0.56,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"509",11758,36,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"510",11776,1134,1,0.83,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"511",11782,1136,1,0.47,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"512",11790,4611,2,1,"g","[0,1]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","(200,500]"
"513",11790,1119,2,1,"g","[0,1]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","(200,500]"
"514",11799,1109,1,0.61,"i","(15,Inf]","(22,26]","other","Diesel","R24","[0,40]"
"515",11805,1108,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"516",11809,1182,1,0.58,"d","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"517",11810,835,1,1,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"518",11824,87,1,0.96,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"519",11836,1122,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"520",11839,1127,1,0.24,"h","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"521",11840,2618,1,0.21,"h","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"522",11935,195,1,0.75,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R11","(4.5e+03,Inf]"
"523",11940,2801,2,0.1,"f","(4,15]","(26,42]","Fiat","Diesel","R11","(40,200]"
"524",11940,1164,2,0.1,"f","(4,15]","(26,42]","Fiat","Diesel","R11","(40,200]"
"525",11945,1104,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(40,200]"
"526",11984,4201,1,0.06,"f","(1,4]","(22,26]","Renault, Nissan or Citroen","Diesel","R11","(40,200]"
"527",12026,2113,1,0.31,"e","(4,15]","(42,74]","other","Diesel","R11","(500,4.5e+03]"
"528",12037,434,1,0.53,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"529",12044,1884,1,0.12,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"530",12092,93,1,0.41,"l","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"531",12097,2283,1,0.58,"e","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(200,500]"
"532",12126,170,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"533",12129,252,1,0.78,"g","(4,15]","(22,26]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"534",12160,1077,1,0.9,"d","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(500,4.5e+03]"
"535",12182,2580,1,0.36,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R11","(4.5e+03,Inf]"
"536",12196,85,1,0.46,"g","(4,15]","(22,26]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(500,4.5e+03]"
"537",12252,1137,1,1,"d","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"538",12302,447,1,1,"d","(1,4]","(42,74]","Fiat","Regular","R24","(500,4.5e+03]"
"539",12344,408,1,0.35,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"540",12363,1482,1,0.09,"i","(4,15]","(22,26]","Volkswagen, Audi, Skoda or Seat","Regular","R24","[0,40]"
"541",12365,418,1,0.35,"i","(4,15]","(22,26]","Volkswagen, Audi, Skoda or Seat","Regular","R24","[0,40]"
"542",12389,1065,1,1,"f","(1,4]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"543",12392,1130,1,1,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"544",12428,525,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"545",12436,2469,1,0.89,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"546",12462,1169,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"547",12509,1149,1,0.74,"h","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"548",12565,8250,1,1,"e","[0,1]","(42,74]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"549",12566,1099,1,0.87,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"550",12581,2058,1,0.24,"h","(4,15]","(22,26]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"551",12595,489,1,0.44,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"552",12605,78,1,0.29,"h","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"553",12610,1153,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"554",12619,1104,1,1,"e","[0,1]","(17,22]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"555",12625,80,1,0.05,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"556",12687,467,1,0.62,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"557",12693,357,1,0.04,"d","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","[0,40]"
"558",12695,1126,1,0.59,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"559",12696,1459,1,0.32,"g","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"560",12701,1168,1,0.48,"d","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R11","(4.5e+03,Inf]"
"561",12711,6088,1,0.93,"d","[0,1]","(26,42]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"562",12721,1101,1,1,"d","(15,Inf]","(42,74]","other","Regular","R11","(4.5e+03,Inf]"
"563",12746,1107,1,0.78,"g","[0,1]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"564",12782,1110,1,1,"d","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"565",12795,84,1,1,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"566",12813,1097,1,0.71,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"567",12823,270,1,0.23,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"568",12867,1116,2,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"569",12867,125,2,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"570",12872,799,1,0.22,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"571",12894,186,1,0.69,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"572",12912,1150,1,1,"d","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"573",12945,78,1,1,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R72","(500,4.5e+03]"
"574",12958,120,1,1,"d","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"575",12967,5182,1,0.52,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"576",12972,1109,1,0.72,"h","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R11","(4.5e+03,Inf]"
"577",12973,221,1,0.12,"h","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R11","(4.5e+03,Inf]"
"578",12979,2698,1,0.92,"k","(4,15]","(42,74]","other","Regular","R11","(500,4.5e+03]"
"579",12989,915,1,1,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"580",12992,1003,1,1,"f","(15,Inf]","(42,74]","Fiat","Regular","R11","(4.5e+03,Inf]"
"581",13010,1098,1,1,"m","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Regular","R11","(4.5e+03,Inf]"
"582",13012,1142,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"583",13042,1119,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"584",13063,575,1,1,"j","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Regular","R11","(4.5e+03,Inf]"
"585",13069,743,1,1,"o","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R11","(4.5e+03,Inf]"
"586",13080,1083,1,0.56,"f","[0,1]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R11","(4.5e+03,Inf]"
"587",13089,2653,1,0.92,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"588",13090,1148,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"589",13091,849,2,0.51,"n","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"590",13091,936,2,0.51,"n","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"591",13116,401,1,1,"e","[0,1]","(42,74]","Fiat","Regular","R11","(4.5e+03,Inf]"
"592",13129,1116,1,1,"f","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R11","(500,4.5e+03]"
"593",13143,75,1,0.75,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R31","(40,200]"
"594",13163,1642,1,1,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R25","[0,40]"
"595",13175,190,1,0.49,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"596",13186,1695,1,0.32,"g","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R25","(40,200]"
"597",13228,544,1,0.37,"d","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R25","(40,200]"
"598",13234,1096,1,0.96,"f","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R25","(40,200]"
"599",13238,2373,1,1,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(200,500]"
"600",13283,758,1,1,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(40,200]"
"601",13293,442,1,0.99,"f","(4,15]","(22,26]","Volkswagen, Audi, Skoda or Seat","Diesel","R25","(40,200]"
"602",13294,1144,1,1,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"603",13310,1093,1,0.68,"g","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R25","(500,4.5e+03]"
"604",13319,1152,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(40,200]"
"605",13331,369,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"606",13341,1740,2,1,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"607",13341,64,2,1,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"608",13399,1124,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(200,500]"
"609",13444,1144,1,0.91,"e","(4,15]","(22,26]","Opel, General Motors or Ford","Diesel","R25","(500,4.5e+03]"
"610",13449,1046,1,0.72,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R25","(500,4.5e+03]"
"611",13452,1126,1,1,"j","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R25","(500,4.5e+03]"
"612",13458,359,1,0.47,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R25","(500,4.5e+03]"
"613",13483,1104,1,1,"k","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"614",13518,1114,1,0.24,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"615",13519,1127,1,0.36,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"616",13527,509,1,0.53,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"617",13541,67,1,0.78,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"618",13557,1080,1,0.33,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"619",13578,1096,1,1,"f","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(500,4.5e+03]"
"620",13585,982,1,0.68,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"621",13587,577,1,0.26,"h","(1,4]","(22,26]","Mercedes, Chrysler or BMW","Diesel","R53","(40,200]"
"622",13589,1125,1,0.7,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"623",13593,3136,1,0.46,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"624",13597,58,1,0.5,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R72","(500,4.5e+03]"
"625",13606,1154,1,0.91,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"626",13607,3472,1,0.58,"m","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Regular","R53","(500,4.5e+03]"
"627",13612,83,1,0.66,"e","(4,15]","(22,26]","Opel, General Motors or Ford","Diesel","R53","(500,4.5e+03]"
"628",13616,394,1,0.33,"g","(1,4]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R53","(500,4.5e+03]"
"629",13639,476,2,0.68,"d","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R53","[0,40]"
"630",13639,1050,2,0.68,"d","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R53","[0,40]"
"631",13666,2583,1,0.07,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"632",13709,4021,1,0.79,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"633",13722,580,1,0.5,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"634",13744,1131,1,1,"h","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R53","(200,500]"
"635",13747,184,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"636",13755,1156,1,0.98,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","[0,40]"
"637",13777,1122,1,1,"f","(1,4]","(22,26]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(200,500]"
"638",13779,1111,1,1,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(500,4.5e+03]"
"639",13804,495,1,0.94,"k","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"640",13846,1120,1,1,"m","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R53","(200,500]"
"641",13855,1243,1,0.31,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(40,200]"
"642",13860,1137,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(200,500]"
"643",13874,294,1,1,"f","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R11","(4.5e+03,Inf]"
"644",13886,1212,1,1,"h","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(200,500]"
"645",13891,1194,1,1,"i","(1,4]","(26,42]","Fiat","Regular","R53","(200,500]"
"646",13895,80,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"647",13910,1218,1,0.71,"g","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R11","(40,200]"
"648",13968,1092,1,1,"d","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"649",14010,982,1,0.8,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"650",14022,3193,1,1,"f","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","[0,40]"
"651",14025,15,1,1,"e","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"652",14029,1064,1,0.83,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"653",14034,193,1,1,"d","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"654",14037,64,1,0.18,"f","(1,4]","(26,42]","Opel, General Motors or Ford","Diesel","R24","(500,4.5e+03]"
"655",14066,1269,1,1,"d","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R24","(200,500]"
"656",14070,1020,1,0.26,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"657",14116,319,1,0.59,"j","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"658",14159,841,1,1,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"659",14194,1175,1,0.9,"e","(1,4]","(22,26]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","[0,40]"
"660",14222,487,1,0.65,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"661",14224,862,1,1,"h","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(500,4.5e+03]"
"662",14250,1090,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"663",14261,664,1,0.98,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"664",14262,2123,1,0.23,"d","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"665",14271,137,1,0.52,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"666",14287,1094,1,0.87,"e","(1,4]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"667",14290,1166,1,0.26,"i","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"668",14295,1134,1,1,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"669",14304,3875,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"670",14308,2930,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"671",14310,586,1,0.75,"j","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"672",14320,1084,1,0.94,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"673",14326,3544,1,0.16,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"674",14335,725,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"675",14343,1113,1,0.94,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R23","(200,500]"
"676",14378,1078,1,0.71,"d","(4,15]","(42,74]","Fiat","Regular","R23","(200,500]"
"677",14387,470,1,0.64,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(500,4.5e+03]"
"678",14388,1163,1,0.21,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"679",14402,1196,1,0.44,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"680",14405,1113,1,0.49,"i","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"681",14414,3789,1,0.26,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R23","(40,200]"
"682",14431,1132,1,0.27,"f","[0,1]","(42,74]","other","Regular","R24","(500,4.5e+03]"
"683",14432,269,1,0.24,"i","(4,15]","(42,74]","other","Regular","R24","(500,4.5e+03]"
"684",14467,431,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"685",14469,1106,1,0.7,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R31","(200,500]"
"686",14522,96906,1,1,"e","(1,4]","(74,Inf]","Opel, General Motors or Ford","Regular","R24","(200,500]"
"687",14531,1220,1,0.41,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"688",14534,201,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"689",14537,1091,1,0.52,"f","(4,15]","(26,42]","other","Regular","R52","(500,4.5e+03]"
"690",14542,1161,1,1,"g","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","[0,40]"
"691",14624,1089,1,1,"e","(4,15]","(42,74]","Japanese (except Nissan) or Korean","Diesel","R53","[0,40]"
"692",14641,1125,1,0.32,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(500,4.5e+03]"
"693",14643,1086,1,1,"j","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"694",14687,1261,1,1,"g","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"695",14701,452,1,0.09,"f","(4,15]","(22,26]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"696",14790,2281,1,0.57,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"697",14796,1201,1,0.18,"h","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"698",14801,1100,1,1,"g","(15,Inf]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"699",14806,1090,1,0.3,"g","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(200,500]"
"700",14819,148,1,1,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"701",14836,1146,1,0.75,"g","[0,1]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"702",14863,1144,1,0.96,"f","(4,15]","(26,42]","other","Diesel","R53","(200,500]"
"703",14880,1144,1,1,"e","(1,4]","(22,26]","Opel, General Motors or Ford","Diesel","R53","(200,500]"
"704",14895,199,1,0.62,"d","(4,15]","(42,74]","Opel, General Motors or Ford","Regular","R53","(40,200]"
"705",14927,1072,1,0.5,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"706",14928,75,1,0.96,"i","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R74","(200,500]"
"707",14954,1163,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"708",14961,32,1,0.5,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"709",14994,6431,1,0.57,"e","(1,4]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"710",15015,1111,1,0.4,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"711",15042,1173,1,1,"j","(1,4]","(74,Inf]","Fiat","Regular","R24","(40,200]"
"712",15063,1174,1,0.75,"g","(4,15]","(26,42]","Fiat","Diesel","R24","(40,200]"
"713",15067,2233,1,0.25,"g","(15,Inf]","(42,74]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"714",15073,103,1,0.22,"i","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"715",15079,1109,1,0.13,"e","(15,Inf]","(17,22]","Fiat","Regular","R24","[0,40]"
"716",15085,1116,1,0.3,"e","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"717",15086,1157,1,0.16,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"718",15087,2082,1,0.27,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"719",15103,1089,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"720",15135,1125,1,1,"e","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"721",15147,1128,1,0.32,"f","(1,4]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"722",15154,807,1,1,"l","(4,15]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R24","[0,40]"
"723",15163,1144,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"724",15261,1067,1,0.33,"e","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"725",15271,1158,1,0.5,"h","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"726",15314,95,1,1,"f","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","[0,40]"
"727",15380,3643,1,0.8,"f","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(500,4.5e+03]"
"728",15395,1096,1,0.25,"f","[0,1]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"729",15397,1186,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"730",15418,1133,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"731",15439,39,1,0.25,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"732",15461,1182,1,0.1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"733",15473,1089,1,0.58,"j","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"734",15487,5,1,0.57,"g","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"735",15490,1143,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"736",15493,1600,1,0.81,"h","(1,4]","(22,26]","Fiat","Diesel","R11","(4.5e+03,Inf]"
"737",15505,1122,1,0.57,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
